incident_id,date,location,casualties
271,1939-10-03,Liverpool,6
272,1940-01-19,Manchester,8
273,1939-12-11,Manchester,8
274,1940-04-19,London,9
275,1940-02-29,Birmingham,6
276,1939-12-13,Liverpool,5
277,1940-02-29,Liverpool,9
278,1939-10-31,Liverpool,8
279,1939-10-13,Manchester,13
280,1939-09-06,Birmingham,9
281,1940-02-11,Coventry,7
282,1939-11-09,Birmingham,9
283,1939-10-14,Manchester,7
284,1939-12-06,Birmingham,13
285,1939-09-16,Liverpool,5
286,1939-09-13,Coventry,11
287,1939-10-22,Coventry,7
288,1939-11-25,Liverpool,9
289,1939-09-01,Liverpool,6
290,1939-09-22,Coventry,6
291,1939-09-28,Birmingham,8
292,1940-04-01,London,10
293,1939-11-06,London,12
294,1940-01-14,Manchester,9
295,1939-10-21,Manchester,8
296,1940-05-05,Birmingham,6
297,1939-10-10,Coventry,6
298,1939-11-19,Liverpool,13
299,1940-02-27,Liverpool,8
300,1940-03-30,London,4
301,1939-09-11,Liverpool,11
302,1939-11-22,Coventry,12
303,1940-03-14,Coventry,7
304,1939-12-30,Birmingham,13
305,1940-03-22,Liverpool,9
306,1940-02-18,Manchester,4
307,1940-05-03,London,7
308,1940-02-05,Liverpool,5
309,1939-11-09,Manchester,11
310,1940-02-24,Manchester,11
311,1940-04-27,London,5
312,1939-12-31,Liverpool,8
313,1940-03-30,Liverpool,6
314,1940-02-03,Coventry,11
315,1940-03-01,Manchester,6
316,1940-04-15,Birmingham,7
317,1940-02-22,London,8
318,1940-03-26,Liverpool,9
319,1939-10-02,Liverpool,8
320,1940-01-19,Manchester,5
321,1940-05-06,Liverpool,8
322,1940-01-02,Coventry,8
323,1940-01-24,Birmingham,11
324,1940-02-27,Coventry,9
325,1939-09-18,Liverpool,8
326,1940-05-01,Birmingham,7
327,1939-10-29,Coventry,9
328,1939-10-03,Manchester,8
329,1940-03-03,Manchester,8
330,1940-04-09,Coventry,10
331,1940-02-04,Liverpool,11
332,1939-10-17,Liverpool,6
333,1940-05-01,Manchester,2
334,1940-04-28,London,9
335,1940-04-02,Birmingham,8
336,1940-02-27,Birmingham,7
337,1940-03-30,London,8
338,1940-04-26,Birmingham,8
339,1939-12-27,London,9
340,1939-09-20,Manchester,9
341,1940-05-02,London,14
342,1939-12-15,London,9
343,1939-11-04,Coventry,7
344,1939-10-03,Liverpool,7
345,1940-04-10,Coventry,18
346,1939-11-07,London,10
347,1940-04-20,Liverpool,8
348,1939-10-09,Liverpool,6
349,1939-11-22,Manchester,10
350,1939-12-24,Liverpool,13
351,1940-01-29,London,11
352,1940-04-15,Coventry,8
353,1939-09-01,Liverpool,7
354,1940-01-31,London,8
355,1939-09-19,Liverpool,8
356,1940-04-27,Liverpool,4
357,1940-01-26,Manchester,6
358,1940-02-04,Coventry,9
359,1939-10-20,Coventry,11
360,1940-04-25,London,12
361,1939-10-24,Liverpool,6
362,1940-02-13,Manchester,5
363,1939-09-06,Coventry,12
364,1940-02-09,London,9
365,1939-10-02,Liverpool,7
366,1939-09-22,London,7
367,1940-03-20,Birmingham,9
368,1939-10-19,London,7
369,1939-11-12,Birmingham,16
370,1940-02-22,London,7
371,1940-01-06,London,11
372,1939-10-08,London,12
373,1939-09-29,Birmingham,10
374,1939-10-25,Coventry,6
375,1940-04-22,Liverpool,5
376,1939-09-24,Liverpool,9
377,1940-01-12,Birmingham,15
378,1940-04-13,Manchester,6
379,1940-01-26,Liverpool,11
380,1940-02-08,Birmingham,11
381,1940-04-24,Birmingham,13
382,1940-03-22,Liverpool,5
383,1939-11-03,Coventry,7
384,1940-02-16,Birmingham,8
385,1939-11-21,Coventry,9
386,1940-03-25,Manchester,7
387,1939-09-15,Birmingham,7
388,1940-04-27,Manchester,7
389,1939-10-13,Birmingham,11
390,1940-03-20,Liverpool,9
391,1940-01-10,Manchester,11
392,1939-11-20,Liverpool,11
393,1939-10-21,Manchester,6
394,1939-10-07,Manchester,7
395,1940-02-11,Birmingham,6
396,1939-10-10,Manchester,6
397,1939-12-05,Liverpool,3
398,1940-02-27,Manchester,9
399,1939-12-18,Liverpool,5
400,1940-03-28,Manchester,10
401,1939-10-31,Liverpool,5
402,1939-09-13,Coventry,10
403,1939-09-29,Manchester,7
404,1939-09-30,Manchester,9
405,1939-09-03,Birmingham,7
406,1939-11-17,Manchester,6
407,1939-10-03,Coventry,8
408,1940-03-25,London,11
409,1939-10-19,London,7
410,1940-01-13,Liverpool,5
411,1939-12-27,Birmingham,8
412,1939-12-17,Liverpool,13
413,1940-03-09,London,5
414,1939-12-14,Coventry,10
415,1940-04-12,Manchester,7
416,1940-01-16,Coventry,6
417,1939-09-12,Birmingham,17
418,1939-11-20,Manchester,9
419,1939-11-12,Birmingham,9
420,1940-03-10,Liverpool,7
421,1940-01-07,Manchester,14
422,1939-11-29,Liverpool,2
423,1940-03-15,London,10
424,1939-12-05,Birmingham,11
425,1939-09-07,Manchester,8
426,1940-02-09,Liverpool,7
427,1939-10-30,Coventry,7
428,1940-04-11,Manchester,6
429,1939-12-27,Birmingham,9
430,1939-12-15,London,3
431,1939-09-25,Manchester,13
432,1940-02-03,Liverpool,11
433,1940-02-18,Birmingham,6
434,1939-09-03,Liverpool,9
435,1940-05-04,Liverpool,11
436,1940-02-25,Coventry,9
437,1940-04-22,Coventry,9
438,1940-02-26,Birmingham,7
439,1940-02-28,Coventry,2
440,1939-12-01,Birmingham,10
441,1940-05-03,Manchester,8
442,1940-04-25,Manchester,13
443,1939-11-03,Manchester,6
444,1939-12-21,Manchester,9
445,1939-09-22,Coventry,9
446,1939-10-08,London,13
447,1940-04-06,London,9
448,1940-02-23,Manchester,12
449,1939-11-16,Manchester,11
450,1939-09-03,London,6
451,1939-10-24,Birmingham,11
452,1939-12-10,London,13
453,1939-09-24,London,8
454,1940-02-28,Manchester,8
455,1939-10-02,Coventry,8
456,1940-04-29,Liverpool,7
457,1940-01-07,Manchester,11
458,1939-12-28,London,11
459,1939-11-06,London,5
460,1939-12-10,Liverpool,16
461,1939-10-23,Birmingham,7
462,1940-02-11,Liverpool,7
463,1940-03-08,Liverpool,10
464,1940-01-08,Manchester,5
465,1939-12-04,London,8
466,1939-12-02,Coventry,11
467,1939-10-26,Liverpool,11
468,1940-02-06,Manchester,12
469,1940-04-22,Birmingham,10
470,1939-09-06,London,8
471,1940-02-28,Coventry,6
472,1940-01-14,Birmingham,10
473,1939-12-08,London,4
474,1939-11-27,London,12
475,1939-10-02,Manchester,7
476,1940-01-03,Birmingham,10
477,1940-02-02,Liverpool,11
478,1939-09-17,London,10
479,1940-02-13,Liverpool,5
480,1939-09-09,Birmingham,10
481,1940-02-14,Birmingham,11
482,1940-01-06,London,7
483,1939-10-15,Manchester,6
484,1939-10-29,London,10
485,1939-11-10,London,8
486,1940-02-11,Manchester,6
487,1939-10-11,Birmingham,8
488,1940-02-18,Liverpool,5
489,1939-12-29,Liverpool,8
490,1939-11-05,Birmingham,11
491,1939-12-21,Coventry,9
492,1939-10-19,Coventry,8
493,1940-04-26,Manchester,12
494,1940-02-14,Manchester,12
495,1939-12-12,Birmingham,8
496,1940-04-03,Liverpool,4
497,1939-12-19,Manchester,11
498,1939-10-07,Liverpool,7
499,1940-02-21,Liverpool,9
500,1939-11-07,Coventry,9
501,1939-11-09,Coventry,8
502,1940-04-20,London,5
503,1940-05-07,Manchester,15
504,1939-09-21,Liverpool,11
505,1940-03-05,London,8
506,1939-11-06,Birmingham,13
507,1940-02-05,London,5
508,1939-10-13,London,8
509,1940-01-12,Manchester,10
510,1939-11-04,Coventry,9
511,1940-03-18,Liverpool,15
512,1939-09-21,Birmingham,4
513,1939-10-07,Manchester,12
514,1939-09-26,London,4
515,1939-11-15,London,4
516,1940-04-03,Birmingham,12
517,1940-03-15,Manchester,8
518,1940-03-13,Birmingham,6
519,1939-09-05,Manchester,8
520,1939-10-12,London,10
521,1940-03-09,London,5
522,1940-02-16,Coventry,9
523,1940-03-04,Liverpool,11
524,1940-03-23,Birmingham,15
525,1940-04-18,Coventry,11
526,1939-10-03,Birmingham,7
527,1940-01-01,Liverpool,10
528,1940-01-23,Coventry,4
529,1939-10-14,Manchester,8
530,1939-12-18,Manchester,8
531,1940-03-13,Liverpool,5
532,1939-09-21,Liverpool,9
533,1939-12-04,Liverpool,10
534,1940-03-27,London,10
535,1940-04-22,Birmingham,9
536,1940-04-14,Manchester,6
537,1939-09-17,Coventry,9
538,1939-12-28,Liverpool,9
539,1940-01-30,London,13
540,1940-03-19,London,6
541,1940-03-07,Coventry,10
542,1939-11-06,Liverpool,12
543,1940-01-30,London,5
544,1939-09-11,Birmingham,11
545,1940-01-15,London,6
546,1939-11-09,Coventry,7
547,1940-01-01,Birmingham,4
548,1939-12-30,Manchester,7
549,1940-05-09,Manchester,9
550,1940-05-09,London,8
551,1940-04-24,London,10
552,1939-11-09,London,7
553,1940-01-09,Coventry,8
554,1940-01-04,Birmingham,5
555,1940-02-13,Birmingham,11
556,1939-09-21,Birmingham,5
557,1940-01-24,Manchester,8
558,1939-11-28,Liverpool,5
559,1939-12-14,Coventry,9
560,1940-01-02,London,11
561,1939-10-20,Liverpool,4
562,1940-02-28,Birmingham,16
563,1940-02-04,London,7
564,1940-04-22,Birmingham,9
565,1940-03-03,Liverpool,4
566,1939-11-28,Manchester,15
567,1939-12-31,Liverpool,4
568,1940-02-11,Liverpool,13
569,1939-12-19,Coventry,10
570,1940-01-25,Coventry,8
571,1940-01-06,Coventry,10
572,1940-03-10,Manchester,10
573,1939-10-01,Birmingham,10
574,1940-03-11,Liverpool,10
575,1939-10-15,Manchester,7
576,1940-01-09,Manchester,8
577,1939-12-15,Manchester,5
578,1939-12-30,Liverpool,1
579,1939-11-13,Liverpool,8
580,1940-01-07,Liverpool,9
581,1940-04-19,Birmingham,9
582,1940-04-14,Coventry,8
583,1940-03-02,Coventry,10
584,1939-11-07,London,12
585,1940-01-11,Birmingham,10
586,1940-02-19,Liverpool,8
587,1939-10-31,Liverpool,7
588,1940-03-26,Liverpool,9
589,1940-05-04,Liverpool,6
590,1940-04-02,London,11
591,1939-09-30,Birmingham,8
592,1940-01-16,Coventry,7
593,1940-04-08,Liverpool,8
594,1939-10-07,Liverpool,14
595,1940-04-26,Manchester,9
596,1940-04-09,Coventry,12
597,1939-10-19,Liverpool,13
598,1940-02-20,Coventry,7
599,1940-04-01,Manchester,9
600,1939-12-16,Coventry,9
601,1939-11-05,Manchester,11
602,1940-04-21,Manchester,11
603,1940-05-02,Manchester,8
604,1939-09-13,Manchester,7
605,1940-01-20,London,8
606,1940-03-24,London,8
607,1939-10-20,Coventry,7
608,1939-09-30,Liverpool,8
609,1940-03-24,Coventry,6
610,1940-03-04,Coventry,8
611,1940-03-15,Liverpool,11
612,1939-12-06,Birmingham,6
613,1940-02-26,Manchester,7
614,1939-11-12,Liverpool,10
615,1939-10-08,London,11
616,1939-12-11,Birmingham,13
617,1939-09-16,Coventry,9
618,1940-01-09,Birmingham,9
619,1939-11-13,London,10
620,1940-02-16,Birmingham,9
621,1940-04-15,Coventry,11
622,1940-03-16,Manchester,8
623,1940-01-25,Manchester,5
624,1940-02-09,London,14
625,1940-02-04,Birmingham,3
626,1940-03-24,Coventry,9
627,1939-11-19,Coventry,9
628,1940-03-31,Manchester,7
629,1940-03-08,London,10
630,1940-04-17,Liverpool,8
631,1940-01-25,London,8
632,1940-04-30,London,6
633,1940-02-27,Liverpool,6
634,1940-01-02,London,9
635,1939-10-09,Birmingham,8
636,1939-09-18,Liverpool,11
637,1940-04-13,Manchester,12
638,1939-12-13,Liverpool,9
639,1939-10-21,Liverpool,12
640,1940-02-13,Manchester,9
641,1939-11-08,London,6
642,1940-03-01,Birmingham,8
643,1940-04-01,Birmingham,12
644,1940-05-04,London,12
645,1940-04-30,London,9
646,1939-09-13,Manchester,5
647,1940-01-31,Manchester,6
648,1940-02-13,Liverpool,12
649,1939-09-18,London,4
650,1940-02-27,Coventry,4
651,1939-10-25,Manchester,7
652,1940-02-14,Coventry,12
653,1939-10-09,Birmingham,10
654,1939-10-08,Manchester,12
655,1939-10-24,Liverpool,7
656,1939-09-08,Manchester,7
657,1939-12-08,Coventry,14
658,1940-02-25,Coventry,14
659,1939-12-17,Liverpool,12
660,1939-09-15,Birmingham,11
661,1940-02-29,Manchester,13
662,1939-10-06,London,10
663,1939-10-21,London,11
664,1939-12-18,Liverpool,5
665,1939-12-08,Liverpool,6
666,1939-10-03,Coventry,7
667,1940-01-05,Coventry,11
668,1939-11-27,Coventry,7
669,1939-11-02,London,7
670,1940-04-16,Coventry,8
671,1940-04-09,Manchester,11
672,1939-12-11,Manchester,6
673,1940-04-20,Manchester,9
674,1940-03-28,Manchester,11
675,1940-02-13,Birmingham,7
676,1940-04-20,Birmingham,9
677,1940-02-09,Liverpool,10
678,1940-03-24,Birmingham,7
679,1939-12-05,Coventry,12
680,1939-12-06,Birmingham,6
681,1940-04-23,London,11
682,1940-03-03,Coventry,8
683,1940-04-18,Birmingham,9
684,1939-09-12,Manchester,10
685,1939-10-06,Birmingham,13
686,1939-09-04,London,5
687,1939-10-22,Liverpool,7
688,1940-03-08,London,15
689,1940-04-13,Manchester,10
690,1939-10-13,Manchester,9
691,1940-02-02,Birmingham,8
692,1940-03-19,London,14
693,1940-02-19,Manchester,10
694,1939-11-20,Coventry,9
695,1939-09-23,Birmingham,10
696,1940-05-09,Coventry,12
697,1940-01-24,London,12
698,1939-12-04,London,11
699,1939-09-25,London,8
700,1939-09-12,Manchester,10
701,1940-05-09,London,10
702,1940-01-13,London,4
703,1940-03-29,Manchester,7
704,1940-04-28,Coventry,10
705,1939-10-13,Manchester,8
706,1940-01-26,Liverpool,9
707,1939-12-02,Liverpool,8
708,1940-04-09,Birmingham,8
709,1940-01-20,Manchester,8
710,1939-09-01,London,8
711,1939-10-29,Liverpool,10
712,1939-11-07,Coventry,7
713,1940-01-30,Liverpool,12
714,1940-01-15,Birmingham,9
715,1939-10-15,Coventry,5
716,1939-12-13,Coventry,8
717,1940-03-26,Coventry,10
718,1939-10-02,Coventry,3
719,1939-12-18,Coventry,6
720,1940-02-17,Coventry,7
721,1940-01-15,Coventry,6
722,1940-01-12,Liverpool,12
723,1939-09-10,Manchester,10
724,1939-09-27,Liverpool,14
725,1939-12-23,Coventry,7
726,1940-04-19,Manchester,4
727,1939-09-22,Coventry,6
728,1940-03-12,Liverpool,10
729,1940-01-12,Birmingham,7
730,1939-11-29,London,8
731,1940-01-19,Liverpool,5
732,1940-04-02,Manchester,8
733,1940-05-06,Liverpool,4
734,1939-09-27,Manchester,6
735,1940-02-29,Birmingham,8
736,1940-01-02,Birmingham,10
737,1940-05-10,Liverpool,4
738,1940-01-28,Coventry,8
739,1939-12-25,Liverpool,9
740,1940-03-15,Birmingham,8
741,1940-02-11,London,7
742,1940-03-15,Liverpool,6
743,1940-03-02,London,10
744,1940-04-26,London,7
745,1939-12-17,Manchester,10
746,1939-10-12,London,7
747,1939-10-24,Birmingham,3
748,1940-05-09,Manchester,4
749,1939-11-14,Birmingham,16
750,1940-02-06,Manchester,9
751,1939-12-09,Manchester,7
752,1939-09-07,Birmingham,10
753,1939-09-08,London,13
754,1940-02-14,Birmingham,9
755,1939-09-25,London,13
756,1940-01-04,Manchester,9
757,1940-03-07,Coventry,8
758,1939-09-04,Liverpool,16
759,1939-12-20,Birmingham,10
760,1940-05-03,Manchester,8
761,1940-02-27,Manchester,14
762,1939-09-21,Coventry,6
763,1940-03-12,Coventry,8
764,1939-11-21,Liverpool,8
765,1940-02-12,Birmingham,10
766,1940-01-20,London,10
767,1939-12-19,Coventry,10
768,1939-11-23,Liverpool,9
769,1940-01-01,Birmingham,7
770,1940-05-01,London,8
771,1939-12-19,Liverpool,8
772,1939-12-09,Coventry,11
773,1940-03-18,Coventry,10
774,1940-03-31,London,7
775,1939-11-14,Manchester,7
776,1940-04-02,Manchester,6
777,1940-02-15,Manchester,8
778,1939-11-11,Birmingham,5
779,1939-12-26,London,9
780,1939-10-11,Birmingham,9
781,1940-04-23,London,9
782,1940-03-27,Liverpool,8
783,1940-02-25,Manchester,9
784,1939-12-02,Liverpool,12
785,1939-12-27,Liverpool,10
786,1940-03-02,Manchester,12
787,1939-12-14,Coventry,9
788,1939-09-24,Manchester,6
789,1940-04-08,Coventry,10
790,1940-02-05,Manchester,6
791,1939-11-26,London,11
792,1939-09-22,Birmingham,6
793,1939-09-08,Manchester,12
794,1940-03-24,Coventry,12
795,1940-03-01,Coventry,10
796,1939-12-18,London,5
797,1939-09-04,Coventry,4
798,1940-01-26,London,15
799,1939-10-26,Birmingham,11
800,1940-01-23,London,7
801,1939-12-26,Birmingham,12
802,1940-02-18,London,9
803,1939-12-05,Manchester,12
804,1940-01-03,Coventry,13
805,1939-12-04,Manchester,12
806,1939-11-01,Coventry,6
807,1939-09-09,Liverpool,13
808,1940-04-20,Coventry,11
809,1940-04-21,Birmingham,9
810,1940-01-29,Birmingham,6
811,1939-12-31,Liverpool,11
812,1939-11-28,Manchester,10
813,1939-09-22,London,7
814,1940-01-14,Liverpool,8
815,1940-01-10,Coventry,13
816,1939-10-13,Manchester,7
817,1939-11-12,Manchester,6
818,1939-09-26,Liverpool,16
819,1940-04-01,Coventry,4
820,1940-03-11,Liverpool,9
821,1939-11-20,Coventry,7
822,1939-10-29,Birmingham,3
823,1939-11-30,Liverpool,8
824,1939-09-05,Liverpool,7
825,1940-01-10,London,7
826,1939-10-22,Manchester,15
827,1940-01-27,Coventry,3
828,1940-03-10,Birmingham,10
829,1939-11-10,Manchester,7
830,1940-05-09,Birmingham,9
831,1939-12-06,Coventry,7
832,1940-02-27,Birmingham,7
833,1940-02-06,Birmingham,10
834,1939-10-01,Manchester,7
835,1940-05-09,Coventry,11
836,1939-12-14,London,11
837,1939-11-12,Manchester,11
838,1940-03-07,London,7
839,1939-11-19,Birmingham,10
840,1939-12-31,Coventry,6
841,1939-09-14,London,10
842,1940-05-03,London,7
843,1940-04-05,Manchester,2
844,1939-12-03,Coventry,9
845,1939-12-10,Coventry,15
846,1939-10-22,Liverpool,13
847,1939-12-28,Liverpool,6
848,1940-03-29,Liverpool,9
849,1939-10-12,London,7
850,1940-04-21,London,5
851,1940-02-12,Liverpool,10
852,1940-04-07,Birmingham,8
853,1939-10-18,Manchester,11
854,1940-04-18,Coventry,9
855,1939-11-15,London,10
856,1939-09-16,Birmingham,8
857,1940-04-18,Manchester,11
858,1940-02-27,Liverpool,7
859,1939-12-28,Coventry,7
860,1940-03-08,Birmingham,9
861,1940-01-28,Liverpool,6
862,1939-09-08,London,16
863,1939-11-02,Manchester,9
864,1940-02-07,London,10
865,1940-04-29,Liverpool,7
866,1940-02-12,Coventry,10
867,1939-11-26,Coventry,11
868,1940-05-09,Liverpool,9
869,1940-03-16,Coventry,9
870,1939-10-27,Coventry,9
871,1939-11-04,Coventry,8
872,1940-03-04,London,6
873,1939-10-20,Liverpool,7
874,1940-03-19,London,6
875,1940-03-29,Manchester,11
876,1940-01-29,Manchester,9
877,1940-01-30,London,11
878,1940-01-14,Liverpool,11
879,1939-10-02,London,5
880,1940-03-28,Liverpool,9
881,1940-03-28,Liverpool,9
882,1939-12-16,Birmingham,11
883,1940-01-05,London,12
884,1940-01-10,Coventry,10
